id,handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,lang,retweet_count,favorite_count,longitude,latitude,place_id,place_full_name,place_name,place_type,place_country_code,place_country,place_contained_within,place_attributes,place_bounding_box,source_url,truncated,entities,extended_entities,
7.80869063648154E+017,HillaryClinton,"The election is just weeks away. Check if you're registered to vote at https://t.co/HcMAh8ljR0, only takes a few cl… https://t.co/H1H7hAA4XM",True,ddlovato,2016-09-27T20:37:47,,,,False,en,3347,7698,,,,,,,,,,,,http://twitter.com,False,"{'user_mentions': [{'id_str': '21111883', 'name': 'Demi Lovato', 'id': 21111883, 'screen_name': 'ddlovato', 'indices': [3, 12]}], 'symbols': [], 'urls': [{'display_url': 'IWillVote.com', 'expanded_url': 'http://IWillVote.com', 'indices': [85, 108], 'url': 'https://t.co/HcMAh8ljR0'}], 'hashtags': []}",,
7.80867418012979E+017,realDonaldTrump,"On National #VoterRegistrationDay, make sure you're registered to vote so we can #MakeAmericaGreatAgain… https://t.co/0wib6UEZON",True,GOP,2016-09-27T20:31:14,,,,False,en,2953,6963,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '11134252', 'name': 'GOP', 'id': 11134252, 'screen_name': 'GOP', 'indices': [3, 7]}], 'symbols': [], 'urls': [{'display_url': 'gop.cm/BCp82t', 'expanded_url': 'http://gop.cm/BCp82t', 'indices': [113, 136], 'url': 'https://t.co/GKcaLkx8C8'}], 'hashtags': [{'text': 'VoterRegistrationDay', 'indices': [21, 42]}, {'text': 'MakeAmericaGreatAgain', 'indices': [90, 112]}]}",,
7.80863218646475E+017,realDonaldTrump,"Hillary Clinton's Campaign Continues To Make False Claims About Foundation Disclosure: 
https://t.co/zhkEfUouHH",False,,2016-09-27T20:14:33,,,,False,en,3833,9840,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'bit.ly/2d4cDe8', 'expanded_url': 'http://bit.ly/2d4cDe8', 'indices': [88, 111], 'url': 'https://t.co/zhkEfUouHH'}], 'hashtags': []}",,
7.80861171238834E+017,realDonaldTrump,"'CNBC, Time magazine online polls say Donald Trump won the first presidential debate' via @WashTimes. #MAGA
https://t.co/PGimqYKPoJ",False,,2016-09-27T20:06:25,,,,False,en,4236,10948,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '14662354', 'name': 'The Washington Times', 'id': 14662354, 'screen_name': 'WashTimes', 'indices': [90, 100]}], 'symbols': [], 'urls': [{'display_url': 'm.washingtontimes.com/news/2016/sep/…', 'expanded_url': 'http://m.washingtontimes.com/news/2016/sep/27/cnbc-time-magazine-online-polls-say-donald-trump-w/', 'indices': [108, 131], 'url': 'https://t.co/PGimqYKPoJ'}], 'hashtags': [{'text': 'MAGA', 'indices': [102, 107]}]}",,
7.80859420846727E+017,HillaryClinton,Donald Trump lied to the American people at least 58 times during the first presidential debate. (We counted.) https://t.co/h43O6Rws4S,False,,2016-09-27T19:59:28,,,,False,en,5379,8917,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2dhVg7q', 'expanded_url': 'http://hrc.io/2dhVg7q', 'indices': [111, 134], 'url': 'https://t.co/h43O6Rws4S'}], 'hashtags': []}",,
7.808593193194E+017,realDonaldTrump,Great afternoon in Little Havana with Hispanic community leaders. Thank you for your support! #ImWithYou https://t.co/vxWZ2tyJTF,False,,2016-09-27T19:59:04,,,,False,en,4878,14110,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/vxWZ2tyJTF', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/780859319319400448/photo/1', 'sizes': {'large': {'h': 744, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 744, 'resize': 'fit', 'w': 1024}, 'small': {'h': 494, 'resize': 'fit', 'w': 680}}, 'id_str': '780859278236286976', 'indices': [105, 128], 'id': 780859278236286976, 'url': 'https://t.co/vxWZ2tyJTF', 'media_url_https': 'https://pbs.twimg.com/media/CtYrYFrXgAAuBQo.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtYrYFrXgAAuBQo.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'ImWithYou', 'indices': [94, 104]}]}","{'media': [{'display_url': 'pic.twitter.com/vxWZ2tyJTF', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/780859319319400448/photo/1', 'sizes': {'large': {'h': 744, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 744, 'resize': 'fit', 'w': 1024}, 'small': {'h': 494, 'resize': 'fit', 'w': 680}}, 'id_str': '780859278236286976', 'indices': [105, 128], 'id': 780859278236286976, 'url': 'https://t.co/vxWZ2tyJTF', 'media_url_https': 'https://pbs.twimg.com/media/CtYrYFrXgAAuBQo.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtYrYFrXgAAuBQo.jpg'}]}",
7.80853860135006E+017,realDonaldTrump,"In the last 24 hrs. we have raised over $13M from online donations and National Call Day, and we’re still going! Thank you America! #MAGA",False,,2016-09-27T19:37:22,,,,False,en,6939,23330,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'MAGA', 'indices': [132, 137]}]}",,
7.80852261442445E+017,HillaryClinton,"“She gained about 55 pounds in...9 months. She was like an eating machine.” —Trump, a man who wants to be president: https://t.co/1ht91eZCyw",False,,2016-09-27T19:31:01,,,,False,en,2058,3714,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'bzfd.it/2dpfu17', 'expanded_url': 'http://bzfd.it/2dpfu17', 'indices': [117, 140], 'url': 'https://t.co/1ht91eZCyw'}], 'hashtags': []}",,
7.80840847256453E+017,HillaryClinton,It's #NationalVoterRegistrationDay. Celebrate by registering to vote → https://t.co/tTgeqxNqYm https://t.co/R6lVvgLECG,False,,2016-09-27T18:45:39,,,,False,en,1792,3500,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/R6lVvgLECG', 'expanded_url': 'https://twitter.com/HillaryClinton/status/780840847256453120/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '780840750967844864', 'indices': [95, 118], 'id': 780840750967844864, 'url': 'https://t.co/R6lVvgLECG', 'media_url_https': 'https://pbs.twimg.com/media/CtYahqOWcAAGMXX.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtYahqOWcAAGMXX.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'IWillVote.com', 'expanded_url': 'http://IWillVote.com', 'indices': [71, 94], 'url': 'https://t.co/tTgeqxNqYm'}], 'hashtags': [{'text': 'NationalVoterRegistrationDay', 'indices': [5, 34]}]}","{'media': [{'display_url': 'pic.twitter.com/R6lVvgLECG', 'expanded_url': 'https://twitter.com/HillaryClinton/status/780840847256453120/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '780840750967844864', 'indices': [95, 118], 'id': 780840750967844864, 'url': 'https://t.co/R6lVvgLECG', 'media_url_https': 'https://pbs.twimg.com/media/CtYahqOWcAAGMXX.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtYahqOWcAAGMXX.jpg'}]}",
7.80832403392791E+017,HillaryClinton,"""I love this country.
I’m proud of this country.
I want to be a leader who brings people together.""
—Hillary #LoveTrumpsHate",False,,2016-09-27T18:12:06,HillaryClinton,7.80831901204484E+017,1339835893,False,en,1437,5053,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'LoveTrumpsHate', 'indices': [109, 124]}]}",,
7.80831901204484E+017,HillaryClinton,"We don’t want to turn against each other.
We want to work with one another.
We want to set big goals in this country.
#StrongerTogether",False,,2016-09-27T18:10:07,HillaryClinton,7.80830984262517E+017,1339835893,False,en,976,3313,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'StrongerTogether', 'indices': [118, 135]}]}",,
7.80830984262517E+017,HillaryClinton,"""What we hear from my opponent is dangerously incoherent. It's unclear what he's saying, but words matter."" —Hillary",False,,2016-09-27T18:06:28,HillaryClinton,7.80830087457407E+017,1339835893,False,en,957,2968,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,
7.80830729760485E+017,HillaryClinton,One candidate made it clear he wasn’t prepared for last night’s debate. The other made it clear she’s prepared to b… https://t.co/InYZBmnbBM,False,,2016-09-27T18:05:27,,,,False,en,3336,9961,,,,,,,,,,,,https://studio.twitter.com,True,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/7…', 'expanded_url': 'https://twitter.com/i/web/status/780830729760485378', 'indices': [117, 140], 'url': 'https://t.co/InYZBmnbBM'}], 'hashtags': []}",,
7.80830087457407E+017,HillaryClinton,"""What kind of a person would want to root for 9 million families losing their homes?

One who should never be president."" —Hillary on Trump",False,,2016-09-27T18:02:54,HillaryClinton,7.80828916919505E+017,1339835893,False,en,1127,3216,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,
7.80828916919505E+017,HillaryClinton,"""I don’t think that any family should have to pay more than 10% of their income on child care.” —Hillary https://t.co/pepW0auI8n",False,,2016-09-27T17:58:15,HillaryClinton,7.80828206039503E+017,1339835893,False,en,586,1681,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2cTc9Sz', 'expanded_url': 'http://hrc.io/2cTc9Sz', 'indices': [105, 128], 'url': 'https://t.co/pepW0auI8n'}], 'hashtags': []}",,
7.80828206039503E+017,HillaryClinton,"""I’m really glad my dad never had a contract with Donald Trump.” —Hillary https://t.co/un2YiRLEYF",False,,2016-09-27T17:55:26,HillaryClinton,7.80827541670076E+017,1339835893,False,en,1580,2967,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'amp.twimg.com/v/0697121c-713…', 'expanded_url': 'https://amp.twimg.com/v/0697121c-7131-4bbb-b406-87f1aacf93d9', 'indices': [74, 97], 'url': 'https://t.co/un2YiRLEYF'}], 'hashtags': []}",,
7.80827541670076E+017,HillaryClinton,"When you work hard, you should not be living in poverty. https://t.co/86sTOCAkkq",False,,2016-09-27T17:52:47,HillaryClinton,7.80825360611086E+017,1339835893,False,en,557,1633,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2cTb7Gg', 'expanded_url': 'http://hrc.io/2cTb7Gg', 'indices': [57, 80], 'url': 'https://t.co/86sTOCAkkq'}], 'hashtags': []}",,
7.80826236213928E+017,realDonaldTrump,"Well, now they're saying that I not only won the NBC Presidential Forum, but last night the big debate. Nice!",False,,2016-09-27T17:47:36,,,,False,en,8534,28578,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,
7.80825360611086E+017,HillaryClinton,"""We may have a record-setting turnout in this election.

We could have the biggest turnout we've ever had."" https://t.co/tTgeqxNqYm",False,,2016-09-27T17:44:07,HillaryClinton,7.80824346310877E+017,1339835893,False,en,556,1546,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'IWillVote.com', 'expanded_url': 'http://IWillVote.com', 'indices': [108, 131], 'url': 'https://t.co/tTgeqxNqYm'}], 'hashtags': []}",,
